event_id,session_token,event_type,timestamp,device_type,response_time_ms
evt_0046,session_006_hash,api_call,2026-07-01T09:51:52Z,mobile,178
evt_0047,session_006_hash,page_view,2026-07-01T09:55:00Z,mobile,155
evt_0048,session_006_hash,api_call,2026-07-01T09:56:54Z,mobile,159
evt_0049,session_006_hash,page_view,2026-07-01T09:50:20Z,mobile,128
evt_0050,session_006_hash,button_click,2026-07-01T09:56:48Z,mobile,142
evt_0051,session_007_hash,page_view,2026-07-01T09:56:00Z,mobile,276
evt_0052,session_007_hash,page_view,2026-07-01T09:57:22Z,mobile,87
evt_0053,session_007_hash,button_click,2026-07-01T09:58:56Z,mobile,182
evt_0054,session_007_hash,page_view,2026-07-01T10:00:30Z,mobile,151
evt_0055,session_007_hash,page_view,2026-07-01T09:59:32Z,mobile,106
evt_0056,session_007_hash,api_call,2026-07-01T10:03:25Z,mobile,167
evt_0057,session_007_hash,api_call,2026-07-01T10:00:30Z,mobile,167
evt_0058,session_008_hash,api_call,2026-07-01T10:04:00Z,tablet,125
evt_0059,session_008_hash,button_click,2026-07-01T10:05:17Z,tablet,208
evt_0060,session_008_hash,api_call,2026-07-01T10:04:44Z,tablet,207
evt_0061,session_008_hash,page_view,2026-07-01T10:08:30Z,tablet,184
evt_0062,session_008_hash,page_view,2026-07-01T10:05:48Z,tablet,218
evt_0063,session_008_hash,page_view,2026-07-01T10:06:20Z,tablet,270
evt_0064,session_008_hash,page_view,2026-07-01T10:12:30Z,tablet,118
evt_0065,session_008_hash,page_view,2026-07-01T10:10:25Z,tablet,161
evt_0066,session_008_hash,page_view,2026-07-01T10:14:40Z,tablet,146
evt_0067,session_009_hash,button_click,2026-07-01T10:12:00Z,desktop,246
evt_0068,session_009_hash,button_click,2026-07-01T10:13:14Z,desktop,225
evt_0069,session_009_hash,api_call,2026-07-01T10:14:38Z,desktop,192
evt_0070,session_009_hash,page_view,2026-07-01T10:13:36Z,desktop,166
evt_0071,session_009_hash,page_view,2026-07-01T10:16:44Z,desktop,166
evt_0072,session_009_hash,page_view,2026-07-01T10:16:15Z,desktop,82
evt_0073,session_009_hash,page_view,2026-07-01T10:16:24Z,desktop,150
evt_0074,session_009_hash,button_click,2026-07-01T10:18:25Z,desktop,173
evt_0075,session_009_hash,api_call,2026-07-01T10:18:48Z,desktop,195
evt_0076,session_009_hash,page_view,2026-07-01T10:16:48Z,desktop,164
evt_0077,session_010_hash,page_view,2026-07-01T10:20:00Z,tablet,275
evt_0078,session_010_hash,button_click,2026-07-01T10:21:12Z,tablet,132
evt_0079,session_010_hash,page_view,2026-07-01T10:22:42Z,tablet,192
evt_0080,session_010_hash,button_click,2026-07-01T10:22:03Z,tablet,234
evt_0081,session_010_hash,button_click,2026-07-01T10:21:20Z,tablet,222
evt_0082,session_010_hash,button_click,2026-07-01T10:24:40Z,tablet,176
evt_0083,session_010_hash,page_view,2026-07-01T10:28:12Z,tablet,205
evt_0084,session_011_hash,page_view,2026-07-01T10:28:00Z,tablet,218
evt_0085,session_011_hash,api_call,2026-07-01T10:28:26Z,tablet,123
evt_0086,session_011_hash,page_view,2026-07-01T10:29:20Z,tablet,147
evt_0087,session_011_hash,api_call,2026-07-01T10:32:15Z,tablet,210
evt_0088,session_011_hash,api_call,2026-07-01T10:29:52Z,tablet,197
evt_0089,session_011_hash,api_call,2026-07-01T10:32:10Z,tablet,72
evt_0090,session_011_hash,api_call,2026-07-01T10:33:06Z,tablet,254
evt_0091,session_012_hash,api_call,2026-07-01T10:36:00Z,tablet,116
evt_0092,session_012_hash,button_click,2026-07-01T10:37:00Z,tablet,215
evt_0093,session_012_hash,button_click,2026-07-01T10:37:32Z,tablet,156
evt_0094,session_012_hash,page_view,2026-07-01T10:39:30Z,tablet,138
evt_0095,session_012_hash,page_view,2026-07-01T10:39:52Z,tablet,58
evt_0096,session_012_hash,button_click,2026-07-01T10:37:45Z,tablet,213
evt_0097,session_012_hash,button_click,2026-07-01T10:39:12Z,tablet,214
evt_0098,session_013_hash,page_view,2026-07-01T10:44:00Z,mobile,196
evt_0099,session_013_hash,api_call,2026-07-01T10:45:07Z,mobile,167
evt_0100,session_013_hash,api_call,2026-07-01T10:45:56Z,mobile,237
evt_0101,session_013_hash,button_click,2026-07-01T10:48:21Z,mobile,281
evt_0102,session_013_hash,page_view,2026-07-01T10:46:12Z,mobile,184
evt_0103,session_013_hash,api_call,2026-07-01T10:48:25Z,mobile,199
evt_0104,session_013_hash,button_click,2026-07-01T10:47:54Z,mobile,197
evt_0105,session_013_hash,page_view,2026-07-01T10:50:32Z,mobile,110
evt_0106,session_013_hash,api_call,2026-07-01T10:51:04Z,mobile,126
evt_0107,session_014_hash,button_click,2026-07-01T10:52:00Z,desktop,228
evt_0108,session_014_hash,page_view,2026-07-01T10:52:25Z,desktop,211
evt_0109,session_014_hash,button_click,2026-07-01T10:54:04Z,desktop,190
evt_0110,session_014_hash,api_call,2026-07-01T10:54:00Z,desktop,102
evt_0111,session_014_hash,page_view,2026-07-01T10:57:04Z,desktop,124
evt_0112,session_014_hash,page_view,2026-07-01T10:54:50Z,desktop,161
evt_0113,session_014_hash,api_call,2026-07-01T10:55:54Z,desktop,79
evt_0114,session_014_hash,page_view,2026-07-01T11:02:30Z,desktop,150
evt_0115,session_014_hash,page_view,2026-07-01T11:02:00Z,desktop,212
evt_0116,session_015_hash,api_call,2026-07-01T11:00:00Z,desktop,213
evt_0117,session_015_hash,button_click,2026-07-01T11:00:33Z,desktop,137
evt_0118,session_015_hash,page_view,2026-07-01T11:01:18Z,desktop,236
evt_0119,session_015_hash,button_click,2026-07-01T11:02:00Z,desktop,279
evt_0120,session_015_hash,page_view,2026-07-01T11:01:32Z,desktop,165
evt_0121,session_015_hash,api_call,2026-07-01T11:05:10Z,desktop,191
evt_0122,session_015_hash,button_click,2026-07-01T11:05:06Z,desktop,124
evt_0123,session_015_hash,page_view,2026-07-01T11:04:40Z,desktop,186
evt_0124,session_016_hash,button_click,2026-07-01T11:08:00Z,desktop,154
evt_0125,session_016_hash,page_view,2026-07-01T11:09:04Z,desktop,146
evt_0126,session_016_hash,page_view,2026-07-01T11:09:36Z,desktop,272
evt_0127,session_016_hash,page_view,2026-07-01T11:10:12Z,desktop,144
evt_0128,session_016_hash,button_click,2026-07-01T11:11:40Z,desktop,206
evt_0129,session_016_hash,api_call,2026-07-01T11:15:05Z,desktop,54
evt_0130,session_016_hash,page_view,2026-07-01T11:14:12Z,desktop,271
evt_0131,session_016_hash,api_call,2026-07-01T11:11:58Z,desktop,210
evt_0132,session_017_hash,api_call,2026-07-01T11:16:00Z,desktop,150
evt_0133,session_017_hash,button_click,2026-07-01T11:17:15Z,desktop,125
evt_0134,session_017_hash,page_view,2026-07-01T11:18:50Z,desktop,259
evt_0135,session_017_hash,page_view,2026-07-01T11:19:27Z,desktop,208
evt_0136,session_017_hash,page_view,2026-07-01T11:21:00Z,desktop,158
evt_0137,session_017_hash,api_call,2026-07-01T11:23:10Z,desktop,241
evt_0138,session_017_hash,button_click,2026-07-01T11:20:30Z,desktop,149
evt_0139,session_018_hash,page_view,2026-07-01T11:24:00Z,desktop,121
evt_0140,session_018_hash,api_call,2026-07-01T11:24:58Z,desktop,123
evt_0141,session_018_hash,api_call,2026-07-01T11:25:58Z,desktop,155
evt_0142,session_018_hash,api_call,2026-07-01T11:26:51Z,desktop,137
evt_0143,session_018_hash,button_click,2026-07-01T11:26:24Z,desktop,209
evt_0144,session_018_hash,api_call,2026-07-01T11:27:30Z,desktop,255
evt_0145,session_018_hash,button_click,2026-07-01T11:29:48Z,desktop,93
evt_0146,session_019_hash,api_call,2026-07-01T11:32:00Z,desktop,237
evt_0147,session_019_hash,page_view,2026-07-01T11:33:01Z,desktop,122
evt_0148,session_019_hash,button_click,2026-07-01T11:34:50Z,desktop,192
evt_0149,session_019_hash,api_call,2026-07-01T11:34:03Z,desktop,155
evt_0150,session_019_hash,page_view,2026-07-01T11:36:08Z,desktop,142
evt_0151,session_019_hash,page_view,2026-07-01T11:36:10Z,desktop,161
evt_0152,session_019_hash,page_view,2026-07-01T11:35:48Z,desktop,145
evt_0153,session_019_hash,page_view,2026-07-01T11:34:55Z,desktop,182
evt_0154,session_020_hash,api_call,2026-07-01T11:40:00Z,desktop,242
evt_0155,session_020_hash,api_call,2026-07-01T11:41:09Z,desktop,138
evt_0156,session_020_hash,page_view,2026-07-01T11:40:40Z,desktop,181
evt_0157,session_020_hash,api_call,2026-07-01T11:43:42Z,desktop,199
evt_0158,session_020_hash,button_click,2026-07-01T11:45:44Z,desktop,277
evt_0159,session_020_hash,page_view,2026-07-01T11:42:10Z,desktop,65
evt_0160,session_020_hash,page_view,2026-07-01T11:47:48Z,desktop,136
evt_0161,session_020_hash,api_call,2026-07-01T11:49:13Z,desktop,99
evt_0162,session_020_hash,button_click,2026-07-01T11:48:00Z,desktop,38
evt_0163,session_020_hash,button_click,2026-07-01T11:52:36Z,desktop,72
evt_0164,session_021_hash,button_click,2026-07-01T11:48:00Z,mobile,233
evt_0165,session_021_hash,api_call,2026-07-01T11:48:51Z,mobile,203
evt_0166,session_021_hash,api_call,2026-07-01T11:50:44Z,mobile,142
evt_0167,session_021_hash,button_click,2026-07-01T11:50:30Z,mobile,176
evt_0168,session_021_hash,button_click,2026-07-01T11:51:20Z,mobile,201
evt_0169,session_021_hash,page_view,2026-07-01T11:53:10Z,mobile,150
evt_0170,session_021_hash,page_view,2026-07-01T11:51:54Z,mobile,242
evt_0171,session_021_hash,page_view,2026-07-01T11:56:03Z,mobile,150
evt_0172,session_021_hash,button_click,2026-07-01T11:57:44Z,mobile,99
evt_0173,session_021_hash,page_view,2026-07-01T11:57:18Z,mobile,125
evt_0174,session_022_hash,api_call,2026-07-01T11:56:00Z,desktop,164
evt_0175,session_022_hash,button_click,2026-07-01T11:57:08Z,desktop,49
evt_0176,session_022_hash,button_click,2026-07-01T11:58:18Z,desktop,198
evt_0177,session_022_hash,api_call,2026-07-01T12:00:24Z,desktop,178
evt_0178,session_022_hash,button_click,2026-07-01T11:59:12Z,desktop,110
evt_0179,session_022_hash,button_click,2026-07-01T12:00:00Z,desktop,170
evt_0180,session_022_hash,api_call,2026-07-01T12:02:18Z,desktop,242
evt_0181,session_022_hash,page_view,2026-07-01T12:04:17Z,desktop,162
evt_0182,session_022_hash,page_view,2026-07-01T12:07:44Z,desktop,75
evt_0183,session_022_hash,page_view,2026-07-01T12:06:30Z,desktop,112
evt_0184,session_023_hash,button_click,2026-07-01T12:04:00Z,tablet,135
evt_0185,session_023_hash,page_view,2026-07-01T12:04:43Z,tablet,231
evt_0186,session_023_hash,button_click,2026-07-01T12:06:36Z,tablet,196
evt_0187,session_023_hash,button_click,2026-07-01T12:07:09Z,tablet,183
evt_0188,session_023_hash,page_view,2026-07-01T12:07:28Z,tablet,126
evt_0189,session_023_hash,button_click,2026-07-01T12:10:40Z,tablet,247
evt_0190,session_023_hash,api_call,2026-07-01T12:08:48Z,tablet,188
evt_0191,session_023_hash,page_view,2026-07-01T12:07:16Z,tablet,195
evt_0192,session_023_hash,page_view,2026-07-01T12:10:48Z,tablet,101
evt_0193,session_023_hash,button_click,2026-07-01T12:07:18Z,tablet,150
evt_0194,session_024_hash,button_click,2026-07-01T12:12:00Z,tablet,151
evt_0195,session_024_hash,api_call,2026-07-01T12:12:52Z,tablet,183
evt_0196,session_024_hash,page_view,2026-07-01T12:13:08Z,tablet,146
evt_0197,session_024_hash,button_click,2026-07-01T12:14:57Z,tablet,189
evt_0198,session_024_hash,button_click,2026-07-01T12:16:32Z,tablet,187
evt_0199,session_024_hash,api_call,2026-07-01T12:15:45Z,tablet,254
evt_0200,session_024_hash,page_view,2026-07-01T12:17:06Z,tablet,218
evt_0201,session_025_hash,page_view,2026-07-01T12:20:00Z,tablet,200
evt_0202,session_025_hash,api_call,2026-07-01T12:21:04Z,tablet,111
evt_0203,session_025_hash,api_call,2026-07-01T12:22:28Z,tablet,169
evt_0204,session_025_hash,page_view,2026-07-01T12:23:09Z,tablet,162
evt_0205,session_025_hash,button_click,2026-07-01T12:24:52Z,tablet,191
evt_0206,session_025_hash,api_call,2026-07-01T12:26:30Z,tablet,156
evt_0207,session_025_hash,api_call,2026-07-01T12:23:54Z,tablet,97
evt_0208,session_025_hash,api_call,2026-07-01T12:26:18Z,tablet,215
evt_0209,session_025_hash,api_call,2026-07-01T12:31:44Z,tablet,189
evt_0210,session_026_hash,page_view,2026-07-01T12:28:00Z,tablet,119
evt_0211,session_026_hash,button_click,2026-07-01T12:28:31Z,tablet,169
evt_0212,session_026_hash,button_click,2026-07-01T12:30:16Z,tablet,239
evt_0213,session_026_hash,button_click,2026-07-01T12:29:09Z,tablet,131
evt_0214,session_026_hash,button_click,2026-07-01T12:31:08Z,tablet,181
evt_0215,session_026_hash,api_call,2026-07-01T12:32:25Z,tablet,119
evt_0216,session_026_hash,api_call,2026-07-01T12:33:30Z,tablet,275
evt_0217,session_026_hash,page_view,2026-07-01T12:30:27Z,tablet,144
evt_0218,session_026_hash,button_click,2026-07-01T12:37:36Z,tablet,176
evt_0219,session_027_hash,page_view,2026-07-01T12:36:00Z,tablet,141
evt_0220,session_027_hash,button_click,2026-07-01T12:36:31Z,tablet,129
evt_0221,session_027_hash,api_call,2026-07-01T12:37:36Z,tablet,146
evt_0222,session_027_hash,button_click,2026-07-01T12:39:21Z,tablet,203
evt_0223,session_027_hash,api_call,2026-07-01T12:42:00Z,tablet,123
evt_0224,session_027_hash,button_click,2026-07-01T12:43:30Z,tablet,168
evt_0225,session_027_hash,button_click,2026-07-01T12:42:30Z,tablet,167
evt_0226,session_027_hash,page_view,2026-07-01T12:41:43Z,tablet,138
evt_0227,session_028_hash,api_call,2026-07-01T12:44:00Z,tablet,229
evt_0228,session_028_hash,page_view,2026-07-01T12:44:43Z,tablet,226
evt_0229,session_028_hash,api_call,2026-07-01T12:45:34Z,tablet,176
evt_0230,session_028_hash,api_call,2026-07-01T12:48:21Z,tablet,135
evt_0231,session_028_hash,button_click,2026-07-01T12:47:44Z,tablet,283
evt_0232,session_028_hash,button_click,2026-07-01T12:48:05Z,tablet,167
evt_0233,session_028_hash,page_view,2026-07-01T12:48:12Z,tablet,152
evt_0234,session_028_hash,page_view,2026-07-01T12:50:25Z,tablet,261
evt_0235,session_029_hash,page_view,2026-07-01T12:52:00Z,mobile,120
evt_0236,session_029_hash,api_call,2026-07-01T12:52:21Z,mobile,109
evt_0237,session_029_hash,page_view,2026-07-01T12:53:52Z,mobile,121
evt_0238,session_029_hash,button_click,2026-07-01T12:53:18Z,mobile,191
evt_0239,session_029_hash,button_click,2026-07-01T12:57:24Z,mobile,195
evt_0240,session_029_hash,api_call,2026-07-01T12:54:25Z,mobile,193
evt_0241,session_029_hash,button_click,2026-07-01T12:54:36Z,mobile,238
evt_0242,session_029_hash,page_view,2026-07-01T12:55:30Z,mobile,261
evt_0243,session_029_hash,api_call,2026-07-01T12:56:40Z,mobile,126
evt_0244,session_030_hash,button_click,2026-07-01T13:00:00Z,tablet,159
evt_0245,session_030_hash,api_call,2026-07-01T13:01:17Z,tablet,218
evt_0246,session_030_hash,button_click,2026-07-01T13:02:28Z,tablet,154
evt_0247,session_030_hash,page_view,2026-07-01T13:01:21Z,tablet,110
evt_0248,session_030_hash,button_click,2026-07-01T13:03:08Z,tablet,122
evt_0249,session_030_hash,page_view,2026-07-01T13:02:30Z,tablet,198
evt_0250,session_030_hash,page_view,2026-07-01T13:04:00Z,tablet,208
evt_0251,session_030_hash,button_click,2026-07-01T13:08:24Z,tablet,109
evt_0252,session_031_hash,api_call,2026-07-01T13:08:00Z,mobile,202
evt_0253,session_031_hash,api_call,2026-07-01T13:08:56Z,mobile,162
evt_0254,session_031_hash,button_click,2026-07-01T13:09:38Z,mobile,122
evt_0255,session_031_hash,api_call,2026-07-01T13:10:15Z,mobile,118
evt_0256,session_031_hash,button_click,2026-07-01T13:10:36Z,mobile,211
evt_0257,session_031_hash,button_click,2026-07-01T13:11:10Z,mobile,209
evt_0258,session_031_hash,button_click,2026-07-01T13:13:36Z,mobile,194
evt_0259,session_031_hash,button_click,2026-07-01T13:12:05Z,mobile,134
evt_0260,session_032_hash,page_view,2026-07-01T13:16:00Z,desktop,189
evt_0261,session_032_hash,api_call,2026-07-01T13:16:25Z,desktop,248
evt_0262,session_032_hash,page_view,2026-07-01T13:17:44Z,desktop,122
evt_0263,session_032_hash,api_call,2026-07-01T13:17:33Z,desktop,190
evt_0264,session_032_hash,api_call,2026-07-01T13:17:28Z,desktop,261
evt_0265,session_032_hash,page_view,2026-07-01T13:20:30Z,desktop,97
evt_0266,session_032_hash,api_call,2026-07-01T13:24:00Z,desktop,136
evt_0267,session_032_hash,api_call,2026-07-01T13:24:52Z,desktop,210
evt_0268,session_032_hash,api_call,2026-07-01T13:26:00Z,desktop,162
evt_0269,session_032_hash,button_click,2026-07-01T13:28:18Z,desktop,240
evt_0270,session_033_hash,page_view,2026-07-01T13:24:00Z,desktop,168
evt_0271,session_033_hash,api_call,2026-07-01T13:25:02Z,desktop,125
evt_0272,session_033_hash,api_call,2026-07-01T13:26:22Z,desktop,213
evt_0273,session_033_hash,button_click,2026-07-01T13:25:12Z,desktop,134
evt_0274,session_033_hash,button_click,2026-07-01T13:26:16Z,desktop,193
evt_0275,session_033_hash,api_call,2026-07-01T13:31:05Z,desktop,181
evt_0276,session_033_hash,button_click,2026-07-01T13:31:54Z,desktop,177
evt_0277,session_033_hash,button_click,2026-07-01T13:27:02Z,desktop,199
evt_0278,session_033_hash,page_view,2026-07-01T13:34:08Z,desktop,228
evt_0279,session_034_hash,api_call,2026-07-01T13:32:00Z,mobile,210
evt_0280,session_034_hash,page_view,2026-07-01T13:33:22Z,mobile,213
evt_0281,session_034_hash,page_view,2026-07-01T13:32:46Z,mobile,254
evt_0282,session_034_hash,button_click,2026-07-01T13:34:00Z,mobile,167
evt_0283,session_034_hash,page_view,2026-07-01T13:38:00Z,mobile,236
evt_0284,session_034_hash,button_click,2026-07-01T13:34:50Z,mobile,184
evt_0285,session_034_hash,api_call,2026-07-01T13:35:30Z,mobile,160
evt_0286,session_034_hash,api_call,2026-07-01T13:38:39Z,mobile,154
evt_0287,session_034_hash,button_click,2026-07-01T13:39:12Z,mobile,125
evt_0288,session_035_hash,page_view,2026-07-01T13:40:00Z,mobile,211
evt_0289,session_035_hash,api_call,2026-07-01T13:41:09Z,mobile,207
evt_0290,session_035_hash,page_view,2026-07-01T13:41:14Z,mobile,249
evt_0001,session_duplicate_hash,page_view,2026-07-01T12:00:00Z,desktop,140
evt_0010,session_duplicate_hash,api_call,2026-07-01T12:00:30Z,mobile,165
evt_0025,session_duplicate_hash,button_click,2026-07-01T12:01:30Z,tablet,120
evt_0050,session_duplicate_hash,page_view,2026-07-01T12:02:30Z,desktop,190
evt_0100,session_duplicate_hash,api_call,2026-07-01T12:03:30Z,mobile,210
evt_bad_missing_session,,api_call,2026-07-01T12:01:00Z,mobile,220
evt_bad_timestamp,session_bad_timestamp_hash,button_click,not-a-timestamp,tablet,95
evt_bad_device,session_bad_device_hash,page_view,2026-07-01T12:03:00Z,watch,130
evt_bad_negative_latency,session_bad_latency_hash,api_call,2026-07-01T12:04:00Z,desktop,-30
evt_latency_outlier,session_outlier_hash,api_call,2026-07-01T12:05:00Z,mobile,9500
